sku,listingId,donor,rule,engine,n_vehicles,sources,models,action,reason
50157,407087186454,BMW None [G12],A,,11,chassis,"750Li,750i,Alpina B7",pushed,not under an engine branch (Car & Truck Parts & Accessories > Advanced Driver Assistance Systems > Parking Assistance > Parking Sensors) [catalog: 25 dropped_vehicle]
50566,407087186595,,,,,,,skip,no Shopify donor for SKU
51358,407087186177,,,,,,,skip,already 30 vehicles (multi-fit/expanded)
50483,407087186573,,,,,,,skip,no Shopify donor for SKU
47875,407087186301,BMW None [G12],A,,11,chassis,"740i,750Li,Alpina B7",pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Switches & Controls) [catalog: 25 dropped_vehicle]
49631,407087186094,BMW X3 [G01],A,,7,chassis,X3,pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Switches & Controls)
49417,407087185444,,,,,,,skip,already 13 vehicles (multi-fit/expanded)
47808,407087186212,,,,,,,skip,category 169395 never renders fitment on eBay
49200,407087185576,,,,,,,skip,already 21 vehicles (multi-fit/expanded)
49320,407087185731,,,,,,,skip,already 442 vehicles (multi-fit/expanded)
49408,407087185484,,,,,,,skip,already 204 vehicles (multi-fit/expanded)
50489,407087185989,,,,,,,skip,no Shopify donor for SKU
52339,407087185987,,,,,,,skip,category 107062 never renders fitment on eBay
51875,407087185917,BMW None [G20],-,,7,etk,"330i,330i xDrive,Z4",pushed,part-number/ETK only (+7 ETK rows)
52395,407087185907,BMW None [G05],A,,8,chassis,X5,pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Switches & Controls)
51019,407087184667,BMW None [F44],A,,11,chassis,"228i xDrive Gran Coupe,M235i xDrive Gran Coupe",pushed,not under an engine branch (Car & Truck Parts & Accessories > Exterior Parts & Accessories > Other Exterior Parts & Accessories) [catalog: 1 dropped_vehicle]
48426,407087185068,,,,,,,skip,no Shopify donor for SKU
49893,407087185025,,,,,,,skip,already 58 vehicles (multi-fit/expanded)
51895,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
51397,407087184886,,,,,,,skip,already 238 vehicles (multi-fit/expanded)
51583,407087185604,BMW None [G20],-,,43,etk,"330i,330i xDrive,530i,530i xDrive,540i,540i xDrive,640i xDrive,740i,740i xDrive,X1,X2,X3,X4,X5,X7,Z4",pushed,part-number/ETK only (+43 ETK rows)
48419,407087185028,,,,,,,skip,no Shopify donor for SKU
48184,407087184767,,,,,,,skip,already 427 vehicles (multi-fit/expanded)
48215,407087184651,,,,,,,skip,already 30 vehicles (multi-fit/expanded)
50657,407087184610,BMW None [F44],-,,312,etk,"228i xDrive Gran Coupe,320i,320i xDrive,328d,328d xDrive,328i xDrive,330e,330i xDrive,528i,528i xDrive,535d,535d xDrive,535i,535i xDrive,540i,540i xDrive,550i,550i xDrive,640i,640i xDrive,650i,650i xDrive,740i,740i xDrive,750i,750i xDrive,ActiveHybrid 5,ActiveHybrid 7,Alpina B7,Alpina B7 xDrive,Alpina B7L,Alpina B7L xDrive,M235i,M235i xDrive,M240i xDrive,M3,M4,M5,M550i xDrive,M6,M760i xDrive,M850i xDrive,X1,X2,X3,X4,X5,X6,X7,Z4,i8",pushed,part-number/ETK only (+311 ETK rows)
50495,407087185345,,,,,,,skip,no Shopify donor for SKU
48438,407087185323,,,,,,,skip,no Shopify donor for SKU
50645,407087185308,,,,,,,skip,category 107062 never renders fitment on eBay
48483,407087184485,,,,,,,skip,no Shopify donor for SKU
49458,407087184379,,,,,,,skip,already 150 vehicles (multi-fit/expanded)
49897,407087184388,BMW None [F15],A,,13,chassis+etk,"X5,X6",pushed,"not under an engine branch (Car & Truck Parts & Accessories > Transmission & Drivetrain > CV Joints, Boots & Parts) (+13 ETK rows)"
49275,407087184518,BMW None [E70],B,,,,,review,"unresolved chassis: ambiguous series 'E70' / model '?': ['E70', 'E70 X5 M'] - needs a Model to disambiguate"
51753,407087185203,BMW None [F32],A,,14,chassis,"428i,430i,435i,440i",pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Gauges > Instrument Clusters) [catalog: 14 dropped_vehicle]
52430,407087185177,BMW None [G05],A,,9,chassis+etk,"M850i xDrive,X5",pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Switches & Controls) (+1 ETK rows)
48067,407087184413,,,,,,,skip,already 234 vehicles (multi-fit/expanded)
50629,407087184378,,,,,,,skip,already 26 vehicles (multi-fit/expanded)
52403,407087184108,,,,,,,skip,already 50 vehicles (multi-fit/expanded)
47536,407087184979,,,,,,,skip,category 107062 never renders fitment on eBay
50401,407087184124,BMW 320i [F30],A,,40,chassis+etk,"320i,320i xDrive,328d,328d xDrive,328i,328i xDrive,330i,335i,340i,ActiveHybrid 3",pushed,"not under an engine branch (Car & Truck Parts & Accessories > Steering & Suspension > Shocks, Struts & Assemblies) (+10 ETK rows) [catalog: 19 dropped_vehicle]"
51763,407087183815,BMW None [F32],A,,14,chassis,"428i,430i,435i,440i",pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Rear View Mirrors) [catalog: 14 dropped_vehicle]
50170,407087184318,,,,,,,skip,already 96 vehicles (multi-fit/expanded)
51902,,,,,,,,skip,offer read HTTP 404
47854,407087183702,,,,,,,skip,already 426 vehicles (multi-fit/expanded)
50314,407087184118,,,,,,,skip,already 231 vehicles (multi-fit/expanded)
49171,407087184042,,,,,,,skip,already 76 vehicles (multi-fit/expanded)
49420,407087183981,BMW None [E70],A,,,,,review,"unresolved chassis: ambiguous series 'E70' / model '?': ['E70', 'E70 X5 M'] - needs a Model to disambiguate"
49348,407087183640,,,,,,,skip,already 87 vehicles (multi-fit/expanded)
50124,407087183715,,,,,,,skip,already 84 vehicles (multi-fit/expanded)
52196,407087183626,,,,,,,skip,already 47 vehicles (multi-fit/expanded)
51792,407087184534,,,,,,,skip,category 107062 never renders fitment on eBay
50218,407087183512,BMW None [G12],-,,407,etk,"135i,228i,228i xDrive,320i,320i xDrive,328i,328i xDrive,335i,335i xDrive,335xi,428i,428i xDrive,435i,435i xDrive,528i,528i xDrive,535i,535i xDrive,550i,550i xDrive,640i,640i xDrive,650i,650i xDrive,740Li,740Li xDrive,740i,750Li,750Li xDrive,750i,750i xDrive,760Li,ActiveHybrid 3,ActiveHybrid 5,ActiveHybrid 7,Alpina B7,Alpina B7 xDrive,Alpina B7L,Alpina B7L xDrive,M2,M235i,M235i xDrive,M3,M4,M5,M550i xDrive,M6,X1,X3,X4,X5,X6",pushed,part-number/ETK only (+407 ETK rows)
49949,407087184298,BMW None [F15],B,,,,,review,Rule B on F15 needs an engine or donor model.
49924,407087183263,,,,,,,skip,already 103 vehicles (multi-fit/expanded)
50558,407087184242,,,,,,,skip,no Shopify donor for SKU
48599,407087183318,BMW None [F15],A,,5,chassis,X5,pushed,not under an engine branch (Car & Truck Parts & Accessories > Other Car & Truck Parts & Accessories)
51376,407087183283,,,,,,,skip,already 29 vehicles (multi-fit/expanded)
49176,407087184116,,,,,,,skip,category 107062 never renders fitment on eBay
52287,407087183281,,,,,,,skip,already 33 vehicles (multi-fit/expanded)
50814,407087182661,BMW X3 [G01],A,,7,chassis,X3,pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Rear View Mirrors)
47547,407087183168,,,,,,,skip,already 87 vehicles (multi-fit/expanded)
47988,407087182573,BMW None [G12],-,,321,etk,"320i,320i xDrive,328d,328d xDrive,328i,328i xDrive,330e,330i,330i xDrive,335i xDrive,340i,340i xDrive,428i,428i xDrive,430i,430i xDrive,435i,435i xDrive,440i,440i xDrive,528i,528i xDrive,530e,530e xDrive,530i,530i xDrive,535d,535d xDrive,535i,535i xDrive,540d xDrive,540i,540i xDrive,550i,550i xDrive,640i,640i xDrive,650i,650i xDrive,740e xDrive,740i,740i xDrive,750i,750i xDrive,ActiveHybrid 5,Alpina B7,M3,M4,M5,M550i xDrive,M6,M760i xDrive,X1,X3,X4,X6",pushed,part-number/ETK only (+321 ETK rows)
48052,407087182962,BMW None [E88],A,,13,chassis+etk,"128i,135i,135is",pushed,not under an engine branch (Car & Truck Parts & Accessories > Exterior Parts & Accessories > Other Exterior Parts & Accessories) (+6 ETK rows) [catalog: 5 dropped_vehicle]
51859,407087182927,BMW None [G20],A,,41,chassis,"330e,330e xDrive,330i,330i xDrive,M340i,M340i xDrive",pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Trim) [catalog: 7 dropped_vehicle]
51861,407087182781,,,,,,,skip,already 21 vehicles (multi-fit/expanded)
52177,407087182810,,,,,,,skip,category 33643 never renders fitment on eBay
48443,407087182803,,,,,,,skip,no Shopify donor for SKU
51046,407087182536,BMW None [F48],A,,7,chassis,X1,pushed,"not under an engine branch (Car & Truck Parts & Accessories > Steering & Suspension > Gearboxes, Rack & Pinions)"
49688,407087182936,,,,,,,skip,already 23 vehicles (multi-fit/expanded)
50860,407087182519,BMW None [F34],A,,51,chassis+etk,"228i xDrive,230i xDrive,320i xDrive,328d xDrive,328i xDrive,330i xDrive,335i xDrive,340i GT xDrive,340i xDrive,428i xDrive,430i xDrive,435i xDrive,440i xDrive,M235i xDrive,M240i xDrive",pushed,not under an engine branch (Car & Truck Parts & Accessories > Transmission & Drivetrain > Driveshafts & Parts > Driveshafts) (+50 ETK rows) [catalog: 10 dropped_vehicle]
50836,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
52433,407087183527,BMW None [G05],A,,64,chassis+etk,"X1,X2,X3,X4,X5,X6,X7,i8",pushed,not under an engine branch (Car & Truck Parts & Accessories > Steering & Suspension > Other Steering & Suspension Parts) (+63 ETK rows)
52069,407087182193,,,,,,,skip,already 125 vehicles (multi-fit/expanded)
51010,407087182531,BMW None [F44],A,,11,chassis,"228i xDrive Gran Coupe,M235i xDrive Gran Coupe",pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Switches & Controls) [catalog: 1 dropped_vehicle]
49590,407087182652,BMW None [G01],-,,12,etk,"X3,X4",pushed,part-number/ETK only (+12 ETK rows)
52038,407087183266,BMW None [G12],A,,12,chassis+etk,"740i xDrive,750Li,Alpina B7,M850i xDrive",pushed,not under an engine branch (Car & Truck Parts & Accessories > Advanced Driver Assistance Systems > Parking Assistance > Parking Sensors) (+1 ETK rows) [catalog: 25 dropped_vehicle]
47863,407087182427,,,,,,,skip,already 102 vehicles (multi-fit/expanded)
47880,407087181642,BMW None [G12],-,,29,etk,"740e xDrive,740i,740i xDrive,750i,750i xDrive,Alpina B7,M760i xDrive",pushed,part-number/ETK only (+29 ETK rows)
49994,407087182189,,,,,,,skip,already 103 vehicles (multi-fit/expanded)
49423,407087182144,,,,,,,skip,already 18 vehicles (multi-fit/expanded)
51795,407087181573,BMW None [G01],-,,38,etk,"330i,330i xDrive,530i,530i xDrive,540i,540i xDrive,640i xDrive,740i,740i xDrive,X3,X4,X5,X7,Z4",pushed,part-number/ETK only (+38 ETK rows)
52419,407087181564,,,,,,,skip,already 23 vehicles (multi-fit/expanded)
48586,407087180737,,,,,,,skip,already 186 vehicles (multi-fit/expanded)
47831,407087180869,BMW None [G12],A,,37,chassis+etk,"740e xDrive,740i,740i xDrive,750Li,750i,750i xDrive,Alpina B7,M760i xDrive",pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Switches & Controls) (+29 ETK rows) [catalog: 25 dropped_vehicle]
48454,407087180770,,,,,,,skip,no Shopify donor for SKU
50642,407087181226,BMW None [F44],A,,12,chassis+etk,"228i xDrive Gran Coupe,M235i xDrive Gran Coupe,Z4",pushed,not under an engine branch (Car & Truck Parts & Accessories > Advanced Driver Assistance Systems > Lidar & Radar Sensors) (+1 ETK rows) [catalog: 1 dropped_vehicle]
50726,407087180949,,,,,,,skip,no Shopify donor for SKU
47697,407087181632,,,,,,,skip,already 97 vehicles (multi-fit/expanded)
50448,407087182691,,,,,,,skip,no Shopify donor for SKU
52188,407087182672,BMW None [F32],A,,14,chassis,"428i,430i,435i,440i",pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Switches & Controls) [catalog: 14 dropped_vehicle]
52020,407087181077,BMW None [G12],B,,,,,review,Rule B on G12 needs an engine or donor model.
51233,407087180711,,,,,,,skip,already 186 vehicles (multi-fit/expanded)
51271,407087180812,,,,,,,skip,already 43 vehicles (multi-fit/expanded)
49283,407087181321,,,,,,,skip,already 7 vehicles (multi-fit/expanded)
52260,407087180580,BMW None [F30],A,,31,chassis,"320i,328d,328i,330i,335i,340i,340i xDrive,ActiveHybrid 3",pushed,"not under an engine branch (Car & Truck Parts & Accessories > Exterior Parts & Accessories > Doors, Trunk Lids & Hatches > Door Handles) [catalog: 19 dropped_vehicle]"
48512,407087180705,,,,,,,skip,no Shopify donor for SKU
49549,407087180613,,,,,,,skip,already 125 vehicles (multi-fit/expanded)
49658,407087180092,BMW X3 [G01],A,,7,chassis,X3,pushed,"not under an engine branch (Car & Truck Parts & Accessories > Exterior Parts & Accessories > Doors, Trunk Lids & Hatches > Door Handles)"
50636,407087180594,BMW None [F44],A,,11,chassis,"228i xDrive Gran Coupe,M235i xDrive Gran Coupe",pushed,"not under an engine branch (Car & Truck Parts & Accessories > Steering & Suspension > Gearboxes, Rack & Pinions) [catalog: 1 dropped_vehicle]"
50748,407087180524,,,,,,,skip,no Shopify donor for SKU
52332,407087181684,BMW None [F30],A,,31,chassis,"320i,328d,328i,330i,335i,340i,340i xDrive,ActiveHybrid 3",pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Gauges > Instrument Clusters) [catalog: 19 dropped_vehicle]
48367,407087180125,,,,,,,skip,no Shopify donor for SKU
50381,407087180396,,,,,,,skip,already 22 vehicles (multi-fit/expanded)
51282,407087180349,BMW None [F34],-,,83,etk,"230i,230i xDrive,330e,330i,330i xDrive,340i,340i GT xDrive,340i xDrive,430i,430i xDrive,440i,440i xDrive,530e,530e xDrive,530i,530i xDrive,540i,540i xDrive,640i xDrive,740e xDrive,740i,740i xDrive,M240i,M240i xDrive,X3,X4",pushed,part-number/ETK only (+82 ETK rows)
50544,407087181562,,,,,,,skip,no Shopify donor for SKU
47540,407087180231,,,,,,,skip,already 371 vehicles (multi-fit/expanded)
47959,407087180525,BMW None [G12],A,,11,chassis,"740i,750Li,Alpina B7",pushed,not under an engine branch (Car & Truck Parts & Accessories > Exterior Parts & Accessories > Grilles) [catalog: 25 dropped_vehicle]
51360,407087180082,BMW None [F48],A,,7,chassis,X1,pushed,not under an engine branch (Car & Truck Parts & Accessories > Lighting & Lamps > Side Marker Light Assemblies)
51797,407087179115,,,,,,,skip,already 126 vehicles (multi-fit/expanded)
52273,407087180115,,,,,,,skip,already 174 vehicles (multi-fit/expanded)
50413,407087180826,,,,,,,skip,category 107062 never renders fitment on eBay
50282,407087179870,BMW None [F30],A,,31,chassis,"320i,320i xDrive,328d,328i,330i,335i,340i,ActiveHybrid 3",error,inventory write HTTP 400: [25604] Input error. Seller Inventory Service can not publish the data. Availability not found. Please try again or contact customer support..
51845,407087180754,BMW None [G20],A,,43,chassis+etk,"330e,330e xDrive,330i,330i xDrive,M340i,M340i xDrive,M850i xDrive,Z4",pushed,not under an engine branch (Car & Truck Parts & Accessories > Advanced Driver Assistance Systems > Parking Assistance > Parking Sensors) (+2 ETK rows) [catalog: 7 dropped_vehicle]
49701,407087179409,,,,,,,skip,already 268 vehicles (multi-fit/expanded)
48569,407087179442,BMW None [F15],A,,43,chassis+etk,"X5,X6",pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Switches & Controls) (+74 ETK rows)
50503,407087180603,,,,,,,skip,no Shopify donor for SKU
47832,407087179046,BMW None [G12],A,,37,chassis+etk,"740e xDrive,740i,740i xDrive,750Li,750i,750i xDrive,Alpina B7,M760i xDrive",pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Switches & Controls) (+29 ETK rows) [catalog: 25 dropped_vehicle]
50280,407087179091,BMW None [F30],A,,233,chassis+etk,"230i,230i xDrive,320i,320i xDrive,328d,328i,330e,330i,330i xDrive,335i,340i,340i xDrive,428i,428i xDrive,430i,430i xDrive,435i,435i xDrive,440i,440i xDrive,ActiveHybrid 3,M240i xDrive,X1,X3,X4,X5,X6,X7,i8",pushed,"not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Pedal Assemblies, Pads & Parts) (+204 ETK rows) [catalog: 19 dropped_vehicle]"
52151,407087178370,BMW None [F32],-,,407,etk,"135i,228i,228i xDrive,320i,320i xDrive,328i,328i xDrive,335i,335i xDrive,335xi,428i,428i xDrive,435i,435i xDrive,528i,528i xDrive,535i,535i xDrive,550i,550i xDrive,640i,640i xDrive,650i,650i xDrive,740Li,740Li xDrive,740i,750Li,750Li xDrive,750i,750i xDrive,760Li,ActiveHybrid 3,ActiveHybrid 5,ActiveHybrid 7,Alpina B7,Alpina B7 xDrive,Alpina B7L,Alpina B7L xDrive,M2,M235i,M235i xDrive,M3,M4,M5,M550i xDrive,M6,X1,X3,X4,X5,X6",pushed,part-number/ETK only (+407 ETK rows)
51364,407087178300,,,,,,,skip,already 6 vehicles (multi-fit/expanded)
49795,407087178531,,,,,,,skip,already 161 vehicles (multi-fit/expanded)
49801,407087178506,BMW None [F32],A,,14,chassis,"428i,430i,435i,440i",pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Switches & Controls) [catalog: 14 dropped_vehicle]
50648,407087178557,,,,,,,skip,already 263 vehicles (multi-fit/expanded)
49345,407087178333,,,,,,,skip,already 2622 vehicles (multi-fit/expanded)
50475,407087179415,,,,,,,skip,no Shopify donor for SKU
52334,407087179426,BMW 340i [F30],A,,69,chassis+etk,"320i,320i xDrive,328d,328d xDrive,328i,328i xDrive,330e,330i,330i xDrive,335i,335i xDrive,340i,340i xDrive,ActiveHybrid 3,M3",pushed,"not under an engine branch (Car & Truck Parts & Accessories > Exterior Parts & Accessories > Mounts, Brackets & Hardware) (+69 ETK rows) [catalog: 19 dropped_vehicle]"
49436,407087178320,,,,,,,skip,already 45 vehicles (multi-fit/expanded)
50530,407087179185,,,,,,,skip,no Shopify donor for SKU
52301,407087179122,BMW X3 [G01],A,,7,chassis,X3,pushed,not under an engine branch (Car & Truck Parts & Accessories > Exterior Parts & Accessories > Other Exterior Parts & Accessories)
